Unnamed: 0,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
3240,Coastal Andhra Pradesh,2005,13.6,8.0,17.4,32.2,48.4,88.1,151.5,105.9,398.1,298.0,56.2,4.2,1221.6,21.6,98.0,743.6,358.4
3241,Coastal Andhra Pradesh,2006,0.0,0.0,30.7,58.0,67.6,132.0,126.8,279.7,224.1,185.4,55.3,0.0,1159.6,0.0,156.3,762.6,240.7
3242,Coastal Andhra Pradesh,2007,0.0,5.1,0.1,8.5,13.0,300.1,141.0,164.4,287.1,167.7,11.9,0.5,1099.2,5.1,21.6,892.5,180.0
3243,Coastal Andhra Pradesh,2008,3.2,61.6,93.8,18.5,34.9,119.8,208.5,276.2,166.8,51.6,71.4,1.2,1107.5,64.8,147.1,771.4,124.2
3244,Coastal Andhra Pradesh,2009,0.0,0.0,5.7,6.4,53.0,72.6,140.9,163.5,151.9,92.6,102.6,1.3,790.5,0.0,65.1,528.8,196.5
3245,Coastal Andhra Pradesh,2010,21.8,2.3,4.4,14.8,162.0,156.1,318.9,248.6,230.5,204.0,210.9,138.2,1712.4,24.1,181.2,954.0,553.1
3246,Coastal Andhra Pradesh,2011,0.0,17.9,0.9,62.3,67.9,86.8,196.0,215.8,129.7,74.6,4.9,5.0,861.9,17.9,131.2,628.4,84.4
3247,Coastal Andhra Pradesh,2012,37.6,0.0,2.7,24.0,39.3,95.4,221.9,221.2,246.5,140.0,289.7,0.0,1318.4,37.6,66.1,785.0,429.7
3248,Coastal Andhra Pradesh,2013,2.0,29.6,0.2,48.0,28.2,127.5,162.4,123.1,132.0,411.5,53.1,2.8,1120.5,31.7,76.4,545.0,467.4
3249,Coastal Andhra Pradesh,2014,0.4,1.2,9.1,6.0,112.9,45.7,151.8,177.8,144.5,195.6,23.7,6.4,874.9,1.5,128.0,519.7,225.7
3250,Coastal Andhra Pradesh,2015,2.0,0.6,5.5,32.3,34.1,283.8,116.0,192.0,201.8,59.7,81.2,2.0,1010.9,2.5,71.9,793.6,142.8
3251,Coastal Andhra Pradesh,2016,1.6,0.9,3.6,3.0,120.8,189.1,131.5,124.4,224.4,59.7,13.1,36.9,908.9,2.5,127.4,669.4,109.7
3252,Coastal Andhra Pradesh,2017,1.0,0.0,12.4,8.8,30.8,149.6,153.2,224.2,141.8,123.0,46.7,1.2,892.7,1.0,52.0,668.8,170.9
3352,Telangana,2000,0.6,16.8,1.0,16.3,48.8,253.2,220.9,420.5,70.7,20.2,6.4,2.5,1078.0,17.5,66.1,965.3,29.1
3353,Telangana,2001,8.5,0.0,21.5,37.3,7.5,183.9,123.8,266.8,119.9,135.6,17.4,0.0,922.3,8.5,66.4,694.3,153.1
3354,Telangana,2002,18.8,10.1,7.6,7.7,32.0,143.2,91.7,321.7,52.4,76.2,3.9,0.0,765.3,28.9,47.3,609.0,80.1
3355,Telangana,2003,0.0,10.7,21.9,14.0,7.9,112.6,312.2,266.5,103.2,101.7,7.3,5.3,963.2,10.7,43.8,794.5,114.2
3356,Telangana,2004,34.4,17.9,9.3,25.9,34.6,64.6,216.7,117.7,110.1,30.6,5.3,0.0,667.0,52.2,69.8,509.1,35.9
3357,Telangana,2005,43.4,14.1,14.6,23.8,19.7,115.1,400.3,126.9,246.3,136.1,3.9,18.8,1163.1,57.5,58.2,888.5,158.8
3358,Telangana,2006,0.0,0.0,42.7,38.6,46.1,104.8,169.5,308.2,280.2,28.1,34.7,0.0,1053.0,0.0,127.5,862.7,62.8
3359,Telangana,2007,0.0,0.0,0.1,0.1,9.2,176.6,134.6,206.6,262.3,40.8,13.0,0.0,843.3,0.0,9.4,780.2,53.8
3360,Telangana,2008,0.2,18.6,108.6,15.7,4.9,132.9,183.4,391.8,146.7,24.2,7.5,0.8,1035.3,18.8,129.3,854.8,32.5
3361,Telangana,2009,0.0,0.0,2.1,4.5,13.1,85.8,118.4,192.3,149.7,69.5,29.6,1.2,666.3,0.0,19.8,546.2,100.3
3362,Telangana,2010,10.3,5.3,1.5,5.6,24.9,127.0,395.5,308.1,249.8,98.7,40.5,9.3,1276.4,15.5,32.0,1080.4,148.5
3363,Telangana,2011,0.0,11.9,2.6,25.6,9.3,83.9,268.2,225.9,107.6,13.9,4.2,0.0,753.1,11.9,37.4,685.6,18.1
3364,Telangana,2012,6.7,0.0,0.2,14.0,8.4,124.4,300.3,229.9,202.4,83.6,38.7,0.0,1008.6,6.7,22.6,857.0,122.3
3365,Telangana,2013,2.4,29.0,0.2,24.4,8.5,213.4,453.8,230.6,161.4,205.9,16.4,2.7,1348.7,31.4,33.0,1059.2,225.0
3366,Telangana,2014,0.2,2.9,58.3,10.3,73.3,62.3,146.0,205.2,146.8,29.6,10.8,0.7,746.4,3.1,141.9,560.2,41.0
3367,Telangana,2015,17.5,0.0,43.0,65.7,23.3,266.9,104.4,160.5,158.3,15.6,0.3,1.7,857.3,17.5,132.0,690.1,17.6
3368,Telangana,2016,1.2,0.2,11.5,4.3,55.1,194.0,235.8,133.7,336.3,70.4,0.5,0.4,1043.4,1.4,70.9,899.8,71.3
3369,Telangana,2017,0.0,0.0,8.7,3.2,22.4,202.2,143.2,204.2,115.3,114.6,1.9,0.0,815.7,0.0,34.3,664.9,116.4
3469,Rayalseema,2000,0.0,34.3,0.2,22.1,73.8,92.7,94.7,241.5,102.9,134.7,37.7,36.7,871.3,34.3,96.1,531.8,209.1
3470,Rayalseema,2001,7.7,0.0,6.5,68.2,24.5,24.0,70.1,95.8,195.5,352.5,41.7,38.1,924.5,7.7,99.2,385.4,432.3
3471,Rayalseema,2002,25.6,3.2,7.7,17.5,55.0,90.8,42.9,69.8,78.2,167.5,44.2,12.9,615.2,28.8,80.2,281.6,224.6
3472,Rayalseema,2003,0.0,1.3,26.1,15.0,4.1,57.4,183.4,116.4,124.9,175.5,11.7,9.6,725.5,1.3,45.2,482.2,196.8
3473,Rayalseema,2004,10.2,4.3,12.9,35.1,149.7,39.8,122.9,23.1,153.7,124.4,65.6,0.0,741.7,14.5,197.7,339.5,190.1
3474,Rayalseema,2005,1.3,13.6,14.7,38.5,48.4,51.2,133.2,106.6,127.6,304.8,144.8,81.7,1066.4,14.9,101.6,418.6,531.2
3475,Rayalseema,2006,0.2,0.0,32.8,9.7,62.7,85.8,43.2,72.0,144.7,88.4,78.6,20.0,638.1,0.2,105.2,345.7,187.0
3476,Rayalseema,2007,0.0,0.5,0.1,6.0,15.1,208.2,83.8,186.9,186.0,176.9,35.3,81.8,980.6,0.5,21.2,665.0,294.0
3477,Rayalseema,2008,6.4,18.7,62.9,4.1,42.1,31.7,81.4,104.9,121.7,126.0,192.1,5.9,798.0,25.1,109.1,339.8,323.9
3478,Rayalseema,2009,0.5,0.0,5.3,8.4,47.4,68.9,33.2,128.5,155.8,69.3,135.6,35.4,688.2,0.5,61.1,386.4,240.3
3479,Rayalseema,2010,4.7,0.8,0.6,13.0,65.4,108.3,187.6,155.0,122.9,83.4,175.1,46.7,963.5,5.5,79.0,573.8,305.2
3480,Rayalseema,2011,0.8,12.1,0.0,34.6,33.0,44.5,128.9,163.6,71.2,107.5,106.9,35.1,738.0,12.8,67.6,408.2,249.4
3481,Rayalseema,2012,2.7,0.0,2.5,32.7,38.8,47.0,139.7,120.0,69.5,113.7,86.6,61.9,715.0,2.7,74.0,376.2,262.1
3482,Rayalseema,2013,1.3,30.6,11.5,26.8,38.9,73.8,95.7,110.3,163.2,169.3,38.6,2.6,762.6,31.9,77.3,443.0,210.5
3483,Rayalseema,2014,0.2,0.7,12.5,5.1,46.7,66.3,68.7,115.1,81.4,104.6,37.8,12.8,551.8,0.9,64.2,331.5,155.2
3484,Rayalseema,2015,1.9,0.0,13.4,73.4,39.7,73.0,43.1,123.6,136.3,106.7,383.8,52.2,1047.1,1.9,126.4,376.0,542.8
3485,Rayalseema,2016,7.9,0.0,0.8,0.4,80.5,128.6,131.0,41.5,90.8,14.1,5.4,54.4,555.4,7.9,81.7,391.9,73.9
3486,Rayalseema,2017,3.9,0.0,12.8,8.8,39.9,88.9,52.2,171.6,194.6,221.1,33.3,7.4,834.5,3.9,61.5,507.2,261.8
3586,Tamil Nadu,2000,30.3,74.5,9.4,41.6,54.7,52.2,45.8,136.1,169.8,120.3,148.6,88.9,972.0,104.7,105.6,403.9,357.8
3587,Tamil Nadu,2001,21.8,10.9,13.0,93.8,45.0,39.9,37.2,18.7,53.8,69.5,52.3,27.6,483.4,32.7,151.8,149.5,149.3
3588,Tamil Nadu,2002,2.9,22.1,3.9,9.2,32.6,23.7,11.8,26.5,32.2,93.7,47.2,12.2,318.0,25.0,45.7,94.2,153.1
3589,Tamil Nadu,2003,0.3,4.1,18.0,17.1,19.8,22.5,38.7,49.3,26.1,86.0,59.5,7.1,348.5,4.4,54.8,136.6,152.6
3590,Tamil Nadu,2004,2.8,0.7,3.0,16.2,101.1,21.2,98.6,85.1,208.3,271.1,204.5,25.0,1037.6,3.5,120.3,413.2,500.6
3591,Tamil Nadu,2005,4.1,11.1,24.4,128.0,80.6,35.7,87.9,93.3,117.9,280.5,353.4,148.5,1365.3,15.2,233.0,334.8,782.3
3592,Tamil Nadu,2006,15.3,0.2,52.4,32.6,65.2,57.2,33.6,73.4,116.3,240.4,215.1,26.1,927.9,15.5,150.2,280.6,481.6
3593,Tamil Nadu,2007,7.2,7.5,1.8,58.0,44.9,73.1,101.0,136.5,89.1,248.9,79.2,219.9,1067.2,14.7,104.7,399.7,548.0
3594,Tamil Nadu,2008,11.7,29.1,164.7,31.5,53.7,51.1,73.1,126.5,70.7,242.7,298.5,50.1,1203.4,40.8,250.0,321.5,591.2
3595,Tamil Nadu,2009,7.9,0.0,41.0,41.4,74.8,27.0,42.1,96.9,114.4,62.1,314.7,106.2,928.5,7.9,157.2,280.4,482.9
3596,Tamil Nadu,2010,11.8,0.2,1.9,22.9,91.9,70.0,81.4,102.9,111.1,148.1,328.6,124.5,1095.2,11.9,116.7,365.4,601.2
3597,Tamil Nadu,2011,4.3,11.2,8.0,91.5,33.4,56.0,45.5,128.9,76.0,200.4,230.5,41.0,926.5,15.5,132.8,306.4,471.8
3598,Tamil Nadu,2012,3.0,0.1,2.5,35.5,41.9,30.1,46.5,98.0,84.9,235.2,44.5,14.0,636.1,3.1,79.9,259.5,293.6
3599,Tamil Nadu,2013,3.9,30.9,30.0,20.3,42.0,54.6,42.7,110.7,113.5,127.9,112.3,53.2,741.9,34.8,92.2,321.5,293.4
3600,Tamil Nadu,2014,7.4,6.1,8.1,8.3,139.1,47.8,50.6,117.7,98.9,252.2,110.8,66.0,913.0,13.4,155.5,315.1,428.9
3601,Tamil Nadu,2015,8.3,2.3,21.7,108.8,112.4,62.4,43.5,81.6,98.4,132.6,379.8,152.8,1204.6,10.6,242.8,285.9,665.3
3602,Tamil Nadu,2016,2.5,0.8,3.1,6.3,102.5,63.0,86.8,55.1,49.0,65.8,33.8,66.5,535.0,3.3,111.9,253.9,166.0
3603,Tamil Nadu,2017,37.3,1.1,35.4,17.3,73.5,47.9,42.0,159.4,165.3,155.5,141.5,96.8,973.0,38.4,126.1,414.6,393.9
3703,Coastal Karnataka,2000,14.9,0.5,0.9,25.8,216.4,966.8,915.6,741.7,279.2,174.7,12.5,2.4,3351.3,15.5,243.0,2903.3,189.6
3704,Coastal Karnataka,2001,0.6,0.4,0.4,71.4,156.9,930.0,926.9,654.4,151.8,169.7,48.6,0.6,3111.6,1.0,228.7,2663.1,218.9
3705,Coastal Karnataka,2002,0.6,11.2,0.5,30.9,164.0,764.5,545.7,731.3,163.5,360.0,20.7,0.3,2793.1,11.8,195.3,2205.0,381.0
3706,Coastal Karnataka,2003,0.1,3.6,8.4,37.3,10.2,973.8,970.6,637.5,236.0,183.7,10.7,0.0,3071.9,3.8,55.9,2817.9,194.4
3707,Coastal Karnataka,2004,0.0,0.0,6.3,24.7,329.2,805.8,718.1,874.5,154.4,104.7,52.1,0.0,3070.0,0.1,360.3,2552.8,156.8
3708,Coastal Karnataka,2005,0.5,0.2,0.0,72.5,45.0,821.6,1177.3,692.0,456.2,178.7,24.6,2.3,3470.9,0.6,117.5,3147.2,205.6
3709,Coastal Karnataka,2006,1.0,0.0,4.7,5.9,355.7,800.1,1100.8,855.6,404.1,212.0,97.4,0.0,3837.3,1.0,366.3,3160.6,309.4
3710,Coastal Karnataka,2007,0.0,0.0,0.6,40.2,61.1,952.0,1004.4,980.4,630.5,152.8,37.5,0.8,3860.2,0.0,101.9,3567.2,191.1
3711,Coastal Karnataka,2008,0.0,14.8,161.4,33.4,64.3,850.7,687.8,886.3,383.3,91.6,19.3,13.5,3206.4,14.8,259.0,2808.1,124.4
3712,Coastal Karnataka,2009,0.4,0.0,35.2,24.5,100.7,450.3,1778.9,486.1,530.7,287.4,132.4,35.4,3862.0,0.4,160.4,3246.0,455.2
3713,Coastal Karnataka,2010,14.4,0.4,3.5,62.2,80.2,682.7,1200.2,637.5,468.4,294.7,231.5,11.0,3686.8,14.8,145.9,2988.9,537.2
3714,Coastal Karnataka,2011,4.8,3.8,8.7,66.1,49.3,1018.4,1080.5,861.3,545.2,178.8,81.5,10.2,3908.6,8.6,124.1,3505.4,270.5
3716,Coastal Karnataka,2013,2.4,19.6,19.0,28.5,100.4,1153.0,1515.3,680.2,379.1,265.1,56.9,10.0,4229.4,21.9,147.9,3727.6,332.0
3717,Coastal Karnataka,2014,0.0,0.3,1.9,40.5,181.9,507.0,1155.4,1121.0,379.3,226.4,40.0,30.8,3684.4,0.3,224.3,3162.6,297.2
3718,Coastal Karnataka,2015,1.4,1.0,32.3,72.2,150.3,735.3,930.9,575.2,260.3,208.5,124.2,14.3,3106.0,2.4,254.8,2501.8,347.1
3719,Coastal Karnataka,2016,0.5,0.0,0.2,3.8,94.3,963.1,763.1,471.3,225.9,77.4,14.4,5.7,2619.7,0.5,98.3,2423.5,97.5
3720,Coastal Karnataka,2017,1.1,0.0,2.5,9.5,129.0,831.4,820.1,625.2,316.5,185.7,19.4,7.2,2947.6,1.1,141.0,2593.2,212.3
3820,North Interior Karnataka,2000,0.4,2.6,0.1,8.4,49.0,107.5,127.1,164.6,134.4,115.1,2.8,0.5,712.4,3.0,57.4,533.6,118.3
3821,North Interior Karnataka,2001,2.1,0.0,0.1,22.1,13.3,60.9,62.1,108.8,187.1,137.5,2.5,1.4,598.0,2.1,35.5,418.9,141.4
3822,North Interior Karnataka,2002,3.8,7.9,0.3,14.7,40.6,108.2,54.7,118.2,52.2,126.4,3.4,0.0,530.5,11.7,55.6,333.4,129.9
3823,North Interior Karnataka,2003,0.3,1.5,15.2,24.9,3.5,66.9,94.4,104.0,64.3,92.1,4.2,2.2,473.5,1.8,43.6,329.7,98.4
3824,North Interior Karnataka,2004,2.6,2.7,1.6,29.9,93.8,106.1,111.7,92.8,134.6,61.6,4.3,0.2,641.9,5.3,125.3,445.2,66.1
3825,North Interior Karnataka,2005,5.8,0.8,5.5,52.5,34.5,98.7,219.4,123.3,159.7,102.3,5.0,0.1,807.5,6.6,92.6,601.0,107.4
3826,North Interior Karnataka,2006,0.0,0.0,16.8,12.1,79.0,130.2,113.9,89.1,136.8,43.6,29.0,0.0,650.6,0.0,107.9,470.0,72.6
3827,North Interior Karnataka,2007,11.7,6.8,7.7,27.0,38.9,215.5,117.2,143.4,205.4,40.5,13.5,9.2,836.9,18.5,73.7,681.5,63.2
3828,North Interior Karnataka,2008,0.4,9.2,109.2,22.8,29.2,71.6,80.6,147.7,152.5,54.1,29.8,5.3,712.4,9.6,161.3,452.3,89.2
3829,North Interior Karnataka,2009,0.3,0.0,9.9,17.4,63.1,112.0,134.9,135.4,215.6,168.6,42.3,13.9,913.5,0.3,90.4,597.9,224.9
3830,North Interior Karnataka,2010,9.6,2.5,0.5,15.5,39.5,110.1,193.5,207.5,119.2,82.1,71.9,1.2,853.2,12.1,55.6,630.4,155.2
3831,North Interior Karnataka,2011,0.5,7.2,7.2,41.2,46.8,101.3,150.8,152.0,69.0,73.4,5.7,0.0,655.2,7.7,95.2,473.1,79.2
3832,North Interior Karnataka,2012,28.5,6.2,0.4,35.4,19.5,60.0,114.5,105.5,79.2,85.2,46.5,2.9,583.8,34.7,55.3,359.3,134.5
3833,North Interior Karnataka,2013,1.2,6.1,3.0,25.4,47.4,99.4,160.7,73.9,201.0,101.0,4.2,0.1,723.2,7.3,75.7,534.9,105.2
3834,North Interior Karnataka,2014,0.0,6.1,29.2,26.4,93.0,50.4,136.8,205.2,90.2,80.3,25.0,14.1,756.8,6.1,148.7,482.5,119.5
3835,North Interior Karnataka,2015,2.4,0.0,27.5,50.8,45.3,89.6,38.5,78.4,150.8,61.2,5.7,1.7,551.9,2.4,123.6,357.2,68.6
3836,North Interior Karnataka,2016,0.3,0.4,6.1,11.0,50.0,136.8,162.6,70.0,155.0,28.7,3.1,1.0,625.0,0.7,67.2,524.3,32.8
3837,North Interior Karnataka,2017,0.0,0.0,10.7,9.9,44.8,131.3,76.8,105.8,206.6,147.9,4.9,0.9,739.6,0.0,65.5,520.5,153.7
3937,South Interior Karnataka,2000,1.4,15.5,0.3,46.3,59.3,167.5,200.5,300.6,183.5,206.2,14.1,12.1,1207.2,16.9,105.9,852.1,232.3
3938,South Interior Karnataka,2001,0.5,1.1,1.7,90.6,30.4,127.2,168.2,152.0,189.9,122.7,40.0,2.1,926.3,1.6,122.7,637.2,164.8
3939,South Interior Karnataka,2002,2.0,11.4,2.3,20.6,77.2,131.9,92.6,155.1,74.9,168.4,18.8,0.6,755.8,13.4,100.0,454.5,187.8
3940,South Interior Karnataka,2003,0.1,4.2,20.1,36.4,9.6,118.2,162.5,152.2,51.9,192.4,11.5,3.6,762.8,4.3,66.1,484.9,207.4
3941,South Interior Karnataka,2004,9.1,12.8,16.4,62.2,180.2,196.6,191.7,211.1,117.5,101.5,24.0,10.4,1133.4,21.9,258.7,716.8,136.0
3942,South Interior Karnataka,2005,7.2,3.9,3.2,76.0,74.7,138.7,333.5,233.2,145.5,241.8,56.3,5.3,1319.3,11.1,153.8,851.0,303.5
3943,South Interior Karnataka,2006,0.2,0.1,35.4,24.7,127.1,183.7,226.7,172.9,112.0,61.7,84.9,1.1,1030.5,0.3,187.2,695.3,147.7
3944,South Interior Karnataka,2007,0.1,0.3,0.9,39.8,76.7,216.7,267.2,245.5,198.5,152.5,18.2,14.6,1231.0,0.4,117.5,927.9,185.3
3945,South Interior Karnataka,2008,0.8,20.7,108.9,24.9,66.3,149.8,203.4,269.8,141.4,117.1,32.3,5.2,1140.6,21.5,200.1,764.4,154.6
3946,South Interior Karnataka,2009,0.1,0.1,27.3,25.4,101.3,101.6,324.7,153.2,247.9,98.2,55.7,22.9,1158.4,0.2,153.9,827.5,176.8
3947,South Interior Karnataka,2010,7.9,1.7,5.6,71.1,94.9,129.1,235.1,228.1,150.7,129.6,183.5,2.5,1239.7,9.5,171.6,743.1,315.5
3948,South Interior Karnataka,2011,2.1,12.4,12.4,80.2,83.5,177.1,202.4,199.5,111.2,144.8,56.7,5.0,1087.4,14.5,176.1,690.2,206.5
3949,South Interior Karnataka,2012,4.6,5.5,8.1,99.0,45.6,81.8,144.7,236.5,100.6,62.8,82.6,6.2,877.8,10.1,152.6,563.5,151.6
3950,South Interior Karnataka,2013,0.5,10.1,11.7,34.6,95.6,176.2,307.4,151.7,191.8,103.7,24.9,2.4,1110.7,10.6,142.0,827.1,131.0
3951,South Interior Karnataka,2014,0.4,2.4,17.7,46.7,130.5,106.8,271.6,254.6,161.6,152.9,20.2,18.7,1184.2,2.8,195.0,794.5,191.8
3952,South Interior Karnataka,2015,1.7,0.2,24.4,80.5,125.3,218.7,112.0,136.6,164.5,106.1,138.1,4.4,1112.5,1.9,230.2,631.8,248.6
3953,South Interior Karnataka,2016,3.6,0.4,3.2,8.8,92.0,172.2,196.5,85.9,62.8,21.9,9.1,31.0,687.3,4.0,103.9,517.4,61.9
3954,South Interior Karnataka,2017,5.0,0.0,16.8,34.1,140.9,107.6,125.9,181.4,250.3,178.3,13.8,7.7,1061.7,5.0,191.8,665.2,199.8
4054,Kerala,2000,11.7,57.8,21.5,96.3,124.5,633.8,343.2,566.5,195.8,214.2,78.1,69.1,2412.6,69.5,242.3,1739.4,361.5
4055,Kerala,2001,16.5,28.3,7.0,238.0,238.6,715.3,598.5,361.3,216.8,319.6,181.0,10.1,2931.1,44.7,483.7,1892.0,510.7
4056,Kerala,2002,4.7,8.7,35.7,117.3,330.8,503.1,318.7,438.2,99.0,511.7,137.5,2.1,2507.4,13.3,483.7,1359.0,651.3
4057,Kerala,2003,0.7,50.9,82.1,134.4,91.0,566.7,532.0,350.3,93.6,407.0,76.4,9.7,2394.9,51.6,307.5,1542.6,493.1
4058,Kerala,2004,2.4,8.1,37.9,113.2,610.9,673.4,385.4,417.9,192.8,320.6,120.7,2.7,2886.1,10.5,762.0,1669.5,444.0
4059,Kerala,2005,19.8,7.0,25.3,205.9,134.8,619.2,832.7,291.0,414.7,240.1,184.3,56.4,3031.1,26.8,366.0,2157.6,480.7
4060,Kerala,2006,8.1,0.5,90.7,65.3,521.2,482.4,804.0,432.6,474.8,376.4,162.8,1.8,3420.6,8.6,677.2,2193.8,541.0
4061,Kerala,2007,0.5,5.6,7.3,138.5,192.7,705.9,966.3,489.6,526.7,357.2,87.4,11.9,3489.6,6.1,338.4,2688.5,456.5
4062,Kerala,2008,0.8,30.3,217.2,108.4,81.2,469.9,505.1,349.0,347.0,343.4,55.4,17.0,2524.5,31.1,406.7,1670.9,415.7
4063,Kerala,2009,3.3,1.5,62.6,69.0,191.6,438.2,924.9,269.3,326.5,205.2,274.4,44.2,2810.6,4.8,323.1,1958.9,523.8
4064,Kerala,2010,18.6,1.0,31.4,138.9,190.6,667.5,629.0,356.0,275.6,441.4,335.1,46.8,3131.8,19.6,360.9,1928.0,823.3
4065,Kerala,2011,20.5,45.7,24.1,165.2,124.2,788.5,536.8,492.7,391.2,227.2,169.7,49.5,3035.1,66.2,313.5,2209.1,446.3
4066,Kerala,2012,7.4,11.0,21.0,171.1,95.3,430.3,362.6,501.6,241.1,187.5,112.9,9.4,2151.1,18.3,287.4,1535.6,309.8
4067,Kerala,2013,3.9,40.1,49.9,49.3,119.3,1042.7,830.2,369.7,318.6,259.9,154.9,17.0,3255.4,43.9,218.5,2561.2,431.8
4068,Kerala,2014,4.6,10.3,17.9,95.7,251.0,454.4,677.8,733.9,298.8,355.5,99.5,47.2,3046.4,14.9,364.5,2164.8,502.1
4069,Kerala,2015,3.1,5.8,50.1,214.1,201.8,563.6,406.0,252.2,292.9,308.1,223.6,79.4,2600.6,8.9,465.9,1514.7,611.1
4070,Kerala,2016,3.0,16.4,22.4,33.3,258.4,595.7,441.5,231.0,84.1,105.1,57.9,22.0,1870.9,19.3,314.2,1352.3,185.0
4071,Kerala,2017,12.7,0.3,87.8,52.8,213.3,579.8,378.5,462.6,435.5,228.0,152.1,61.4,2664.9,13.0,353.9,1856.5,441.5
4170,Lakshadweep,2000,83.3,18.9,3.4,47.9,204.6,225.4,95.5,319.9,164.5,141.4,56.3,11.0,1372.1,102.2,255.9,805.3,208.7
4171,Lakshadweep,2001,4.4,20.4,0.0,104.6,187.3,283.9,198.9,144.3,213.5,105.2,101.5,16.6,1380.6,24.8,291.9,840.6,223.3
4172,Lakshadweep,2002,10.8,16.8,7.2,23.4,189.8,261.8,81.3,143.9,50.0,178.2,52.9,17.4,1033.5,27.6,220.4,537.0,248.5
4173,Lakshadweep,2003,11.8,18.2,28.5,18.1,109.6,364.5,400.6,92.1,84.3,191.6,206.1,7.5,1532.9,30.0,156.2,941.5,405.2
4174,Lakshadweep,2004,7.2,1.5,1.9,7.7,330.2,251.2,280.8,169.5,200.0,193.4,107.6,2.2,1553.2,8.7,339.8,901.5,303.2
4175,Lakshadweep,2005,17.6,11.1,0.0,37.0,92.8,248.5,378.9,102.4,278.0,164.2,218.3,26.6,1575.4,28.7,129.8,1007.8,409.1
4176,Lakshadweep,2006,20.1,0.0,33.0,0.3,327.9,286.9,172.3,150.7,318.5,119.1,158.9,10.9,1598.6,20.1,361.2,928.4,288.9
4177,Lakshadweep,2007,2.5,4.2,0.2,22.2,166.2,573.4,427.4,294.7,457.5,256.1,47.6,109.6,2361.6,6.7,188.6,1753.0,413.3
4178,Lakshadweep,2008,5.5,19.8,120.7,15.8,180.4,254.6,363.9,206.6,108.9,252.9,67.6,130.1,1726.8,25.3,316.9,934.0,450.6
4179,Lakshadweep,2009,4.7,1.5,0.1,18.1,162.1,401.2,266.4,185.0,145.1,87.4,166.2,132.3,1570.1,6.2,180.3,997.7,385.9
4180,Lakshadweep,2010,18.8,0.0,1.2,35.6,79.0,318.9,336.7,335.1,161.5,155.4,201.5,81.5,1725.2,18.8,115.8,1152.2,438.4
4181,Lakshadweep,2011,5.1,2.8,3.1,85.9,107.2,153.6,350.2,254.0,255.2,117.4,184.3,14.9,1533.7,7.9,196.2,1013.0,316.6
4182,Lakshadweep,2012,19.2,0.1,1.6,76.8,21.2,327.0,231.5,381.2,179.8,145.9,12.4,8.8,1405.5,19.3,99.6,1119.5,167.1
4183,Lakshadweep,2013,26.2,34.4,37.5,5.3,88.3,426.2,296.4,154.4,180.0,72.8,78.1,26.7,1426.3,60.6,131.1,1057.0,177.6
4184,Lakshadweep,2014,53.2,16.1,4.4,14.9,57.4,244.1,116.1,466.1,132.2,169.2,59.0,62.3,1395.0,69.3,76.7,958.5,290.5
4185,Lakshadweep,2015,2.2,0.5,3.7,87.1,133.1,296.6,257.5,146.4,160.4,165.4,231.0,159.0,1642.9,2.7,223.9,860.9,555.4
4186,Lakshadweep,2016,59.6,12.1,3.2,2.6,77.4,321.1,262.6,86.2,75.6,58.6,32.0,74.7,1065.7,71.7,83.2,745.4,165.4
4187,Lakshadweep,2017,21.3,0.9,100.2,1.8,145.7,521.9,164.2,206.2,216.0,137.1,63.5,160.1,1738.9,22.2,247.8,1108.3,360.7
